[0] 2023-06-29: Rover at (26, 16), Steps: 0, Current task: EXPLORATION, Base status: SPACESHIP, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[2] 2023-06-29: Rover at (14, 14), Steps: 284, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 26), Steps: 285, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 14), Steps: 286, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 26), Steps: 287, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 15), Steps: 288, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 25), Steps: 289, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 16), Steps: 290, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 24), Steps: 291, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 17), Steps: 292, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 23), Steps: 293, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 17), Steps: 294, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 22), Steps: 295, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 16), Steps: 296, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 21), Steps: 297, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 16), Steps: 298, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 20), Steps: 299, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 17), Steps: 300, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 20), Steps: 301, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 18), Steps: 302, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 20), Steps: 303, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 19), Steps: 304, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 20), Steps: 305, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 19), Steps: 306, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 20), Steps: 307, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 20), Steps: 308, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 19), Steps: 309, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 20), Steps: 310, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 18), Steps: 311, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 21), Steps: 312, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 18), Steps: 313, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 22), Steps: 314, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 19), Steps: 315, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 22), Steps: 316, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 19), Steps: 317, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 23), Steps: 318, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 20), Steps: 319, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 24), Steps: 320, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 21), Steps: 321, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 24), Steps: 322, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 22), Steps: 323, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 25), Steps: 324, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 22), Steps: 325, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 25), Steps: 326, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 22), Steps: 327, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 26), Steps: 328, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 22), Steps: 329, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 26), Steps: 330, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 21), Steps: 331, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 27), Steps: 332, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 21), Steps: 333, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 27), Steps: 334, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 22), Steps: 335, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 28), Steps: 336, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 22), Steps: 337, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 28), Steps: 338, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 21), Steps: 339, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 28), Steps: 340, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 21), Steps: 341, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 27), Steps: 342, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (21, 21), Steps: 343, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 27), Steps: 344, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (21, 20), Steps: 345, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 26), Steps: 346, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 20), Steps: 347, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 26), Steps: 348, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (19, 20), Steps: 349, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (19, 19), Steps: 350, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 27), Steps: 351, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (18, 19), Steps: 352, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (9, 28), Steps: 353, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (17, 19), Steps: 354, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (8, 28), Steps: 355, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (16, 19), Steps: 356, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (7, 28), Steps: 357, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (15, 19), Steps: 358, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (7, 28), Steps: 359, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (14, 19), Steps: 360, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (8, 27), Steps: 361, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (14, 19), Steps: 362, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (9, 26), Steps: 363, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (15, 18), Steps: 364, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 25), Steps: 365, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (16, 17), Steps: 366, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 24), Steps: 367, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (17, 17), Steps: 368, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 24), Steps: 369, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (18, 17), Steps: 370, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 24), Steps: 371, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (19, 17), Steps: 372, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 24), Steps: 373, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
Mission outcome: 3 bases were successfully created
